"","amanitin.st8to10.uni.mean","cMO.st8to10.uni.mean","mPouVLOF.st8to10.uni.mean","mPSLOF.st8to10.uni.mean","mVegTLOF.st8to10.uni.mean","WntLOF.st8to10.uni.mean","NodalLOF.st8to10.uni.mean","BmpLOF.st8to10.uni.mean","amanitin.st8to10.uni.mean.padj","cMO.st8to10.uni.mean.padj","mPouVLOF.st8to10.uni.mean.padj","mPSLOF.st8to10.uni.mean.padj","mVegTLOF.st8to10.uni.mean.padj","WntLOF.st8to10.uni.mean.padj","NodalLOF.st8to10.uni.mean.padj","BmpLOF.st8to10.uni.mean.padj","av.pattern.G","dv.pattern.G","maternal.0to1hpf.tpm","meanSt8to11.tpm"
"Xetro.A00077|smad4.1",7.19743407626153,108.149843267119,89.6481380847682,94.2629459451689,122.147784731933,116.58785463135,89.752396371006,99.6440384108472,1.30837383595894e-13,1,0.962677921539063,0.946370894407528,0.281761367874308,0.572802458162088,0.900543004301274,1,1.44540073396778,0.282587368267933,0.543602276478848,13.964158243883
"Xetro.A00087|smad7",49.3948930431713,108.889011807345,101.868062981285,78.6944154806615,104.34344948568,199.465504868132,68.7697034262437,73.7098092417891,0.0357066059322508,1,1,0.401763772197129,1,3.36854463458792e-05,0.0569020228998604,1,0.559381483818098,-2.08026917351356,86.9999099407375,67.2896850770482
"Xetro.A00091|myo5b",34.9419058246176,108.350570642661,106.026357031501,49.6809574336992,122.963452602713,114.881530493662,141.2611523651,113.080040980788,0.000789165903562177,1,0.917789119773146,0.00954299624615226,0.861213547698389,1,1,1,2.73891653396444,-0.0575000784413595,1.40455816396765,2.91583175137588
"Xetro.A00097|rpl17",18.7177696646853,106.217865082247,110.282127352443,121.306881982515,143.860732222168,102.066755530688,82.7232068227371,98.2401594749606,4.44271438414895e-09,1,0.710413026283523,0.291230719674441,0.0685496820729511,1,0.353917013302791,1,0.53604675569078,0.248017038407903,223.987841894443,125.257415582885
"Xetro.A00106|pias2",39.7403670048567,103.173558618194,154.930703339603,200.412296021753,127.645310512625,118.379775339857,100.937486813339,85.3266855724541,5.42057030288121e-05,1,0.000835929703384783,4.25075760826354e-09,0.472130153129604,0.911993700100285,1,1,-0.440876687925465,-0.102381584872058,11.8206022364268,9.59024979443414
"Xetro.A00121|",0.329583331021544,128.338949888217,336.009707014931,404.386253272325,97.1885504907781,53.9645498367787,23.1287811782407,100.16189997077,4.76864960489948e-44,1,8.55396785693638e-34,4.96441660351561e-46,1,0.053294271133499,8.79476893530717e-10,1,-5.93064936653602,1.47767796117699,0,1.62771110594593
"Xetro.A00126|",0,71.0860368074028,350.532114262075,391.483934486115,106.212147188326,94.3127937234515,53.8811226119253,85.611378056132,3.27954931566494e-25,1,7.63882837819629e-19,1.59633038175411e-22,1,1,0.691453215052158,1,-0.603930492893681,-3.61792642963732,0,0.564814137913253
"Xetro.A00127|plk2",37.4393662100409,117.974881621735,149.293640814906,222.845040273941,157.269653780462,132.473941759808,77.5019348782893,85.1360088304498,0.0078645159951492,1,0.0157310620895166,0.000103629575438398,0.415334503918145,0.914965536426973,1,1,1.50923903974768,-0.42027816480675,6.11177865814335,7.35633022413712
"Xetro.A00136|depdc1b",27.5522591633173,103.336408603062,74.5475584043141,88.369207658728,107.75769639024,105.932034124187,145.622559394484,118.597895220833,0.000411035184030442,1,0.00606026814471334,0.34462439117785,0.952403862412133,1,0.0262754096788402,1,0.467327362076546,0.149724104996905,113.430848087835,102.112963075019
"Xetro.A00140|mier3",48.264628156329,97.2133613193189,137.174338442886,166.902568532328,102.002616362486,123.770081546087,105.390490539908,112.922025474747,0.00177365988341356,1,0.0003598272473237,3.8817839145545e-11,0.989413511794978,0.410540409776492,1,1,0.613397222421115,0.19569815536157,38.5317277264929,38.5419116724573
"Xetro.A00142|map3k1",28.6626418852224,106.32403870136,116.039448984738,97.4696484016171,92.3338054344275,98.6057841391315,87.1284553103979,102.802880228524,0.00302151603009315,1,0.643898803462454,1,1,1,0.919283851815256,1,1.30561466556186,0.266316402977427,2.06870921237985,4.61341856995969
"Xetro.A00145|il6st",26.5857595226201,111.359469820971,51.487435664139,67.8891848427889,96.2346092119757,109.666981268776,48.3481196435805,95.824828150697,0.00364659357509002,1,5.02641279207696e-05,0.00879082013423108,1,1,0.00966255366613962,1,-1.84095504288584,0.237049290339672,17.4585128185855,33.589273511711
"Xetro.A00146|",9.4186088426761,112.584624242647,46.0070324723235,66.9059276052319,110.425463953672,101.225940611498,36.2597121694908,87.1424327010842,0.00536812258981355,1,0.000854723744000636,0.0424560711059832,0.499631551818555,1,5.65223933742812e-07,1,-1.23691213061131,0.280689168355704,4.36372786605799,17.5935158184041
"Xetro.A00149|ppap2a",31.5733713842764,129.697276482963,84.2142666150437,84.852020212894,131.719750404074,163.723013119931,83.5843106653673,92.1226278094352,7.78121207095842e-07,1,0.127293817263011,0.110112511510966,0.0471422925936251,0.0818509756296942,0.985155340528216,1,-0.765541212468277,-0.151273412098211,9.5062750232263,8.35944558419419
"Xetro.A00180|mex3c",23.3006151970895,100.221248951769,111.604171621427,104.504011035087,124.77306024864,111.99568407852,107.131754943086,108.807705082671,3.36288602343241e-07,1,1,0.995252245045779,0.238430608921202,0.90172535802926,1,1,0.576121742356133,0.21071721093597,16.5450275781316,62.6775758235752
"Xetro.A00210|elovl7",28.3854837858023,102.743463650277,42.0386880242098,19.2925227406776,127.244764150215,107.670508931588,124.499748351659,96.7450615077838,7.09198586716402e-10,1,3.91245765598162e-10,7.18536438632947e-33,0.492597439531965,1,0.809302010032092,1,2.79220205429375,0.205076219481673,207.424942013675,251.488144293137
"Xetro.A00232|",0.0638529190922627,71.0486141962447,61.5883536791391,125.036316937209,43.553037145449,79.8618566793857,39.671798082477,87.8538787016653,5.84355661217409e-51,1,0.193667839362297,0.769448442701617,0.136232785346598,0.846616005715649,0.00535220964462055,1,-0.443928566100243,-0.0987036777308553,0,6.25919423123292
"Xetro.A00234|srek1",38.4595224808905,111.356977518045,99.194695508579,117.178273405529,130.967110578053,107.012437473496,104.955648843215,100.706734489292,0.00361121548605866,1,1,0.320341614449978,0.00542144485699831,1,1,1,1.80277056393665,0.128441953245176,9.09516852123054,10.0971334068289
"Xetro.A00251|serinc5",21.2397703868394,102.032563486165,92.6459603161366,46.823157439727,109.617883599254,112.11410837168,112.096064482982,94.4830673712115,6.07459543787512e-06,1,0.577924600446614,2.20078151123133e-10,0.823359830651998,0.471628417862192,1,1,1.49423876455163,0.0778510809399302,81.6019391335539,97.6066595027688
"Xetro.A00277|f2rl1",7.49655758777815,110.250808961406,136.081594344677,152.988329888647,121.097795217266,119.230940654184,126.322984871431,104.519095989025,2.26202709746459e-14,1,0.0678810430090868,0.00623558866184392,0.393707000264645,0.724346788236646,0.894114557791984,1,0.614996826327335,-0.0271433445122107,140.752389917119,88.9383901081501
"Xetro.A00278|f2r",26.4369908813174,115.278703818312,140.643246138916,153.076181354825,104.540248090048,123.261821217844,136.086128285583,126.660426528404,5.44209426232629e-05,1,0.0693290272796227,0.00368104067521409,0.985380061756724,0.71261527518918,1,1,0.0799573903563798,-0.0355364153707314,57.0637985866458,35.1692858399995
"Xetro.A00292|nsa2",42.5711328680225,104.277785702383,226.582547177254,290.617941453695,131.117060876737,112.974815180105,100.540559916242,92.0592722834777,3.53264720461753e-05,1,1.01703293763308e-12,9.16337538999011e-22,0.295288522474032,0.937634489024617,1,1,0.0446626481213057,0.130774596311396,178.418089841443,282.805990506218
"Xetro.A00295|enc1",38.9106652726497,112.22024569537,139.295319444607,172.267880375295,126.273323388517,171.184992549562,95.1335882942724,82.9339604352361,0.000396503384046281,1,0.0106942463583865,4.29395736148079e-05,0.521440985572969,0.245573274889109,1,1,0.618515969527243,-0.0272861840948702,144.842216773029,74.3482019482723
"Xetro.A00304|sec11c",22.2640549575554,107.777706536848,83.5983259964096,98.156861428882,114.611293772579,133.634178824828,107.951689919713,99.2765506890171,6.32564295731392e-07,1,0.473540959416449,0.731211057441289,0.624625470279396,0.168383821784786,1,1,2.24946209385516,-0.0301728375682471,97.5687106759985,96.0172638828108
"Xetro.A00306|rax",24.4224537399431,93.0324574917488,274.06201440695,94.8184088369187,120.613748389301,29.2895592625588,35.3593092694322,95.307132904824,0.0824810028324417,1,0.0322350522629358,0.709502696017881,0.973516524986931,0.0339438074795886,0.109996338066678,1,-4.08925836725001,4.33313096165057,0.280422397451214,0.664226607515901
"Xetro.A00315|golph3",34.5795604658145,100.126093599016,154.272494285149,195.703726939268,106.505561692887,102.630538666022,108.36983035016,100.875825859697,8.60526177244781e-13,1,0.00129782890401868,5.32382633657619e-08,0.907000089833744,1,1,1,0.260169872161666,-0.0173727307295266,194.556942652252,240.655062872298
"Xetro.A00320|zfr",17.6195513965693,115.355769373201,135.877346673055,142.877993076633,120.509418988511,120.162361350883,89.8456847264303,96.1354850819644,1.51832502414608e-05,1,0.0895564014289801,0.0161981165871507,0.538707472092341,0.344281005240678,0.957724183365152,1,0.749752574156548,0.367590577939808,13.6779248549164,33.9916807325768
"Xetro.A00346|",0,125.759039008149,18.5720467771408,15.0596490808384,157.151368699299,137.893502299547,65.7384882391495,41.0195714019503,9.50315743301131e-05,1,0.00185954046236138,1.49209169624987e-05,0.512765208985001,0.59763684375207,0.555725505276928,1,1.81257443001546,-0.937445440566945,0,0.395557692181483
"Xetro.A00347|ugt3a2",0,111.276299745427,14.2072711725585,10.057513192339,138.897855367965,184.215111795859,75.9934755600101,61.7121552223764,0.00149616394036563,1,0.00445673688414992,2.51893706149745e-06,1,1,1,1,2.05977803527443,-1.00153519909256,0.0120204878419614,40.9014444551314
"Xetro.A00351|snx18",20.480846207968,141.38020546293,157.782572977654,153.010332628203,111.955699061984,121.914708176413,79.360105759959,87.8949557145877,5.04318068106369e-14,1,0.00476514423843868,0.00475842476031481,0.873927045961722,0.27919444788892,0.156347562260183,1,0.289867648767215,-0.157151429262957,65.0892229531099,75.5811478256852
"Xetro.A00358|fst",0.894106139799057,99.5027384070205,161.177922109185,172.033859949046,88.5719658981791,14.0734465541958,37.9657236453752,125.746476326989,8.54191035400095e-35,1,0.00328262109722681,0.00049467381349678,0.471528991686414,3.92451759785353e-16,7.65795611400053e-07,1,-4.55522422876626,6.60778163840166,0.28231642384758,15.1338073900198
"Xetro.A00363|isl1",2.14953745877169,97.8130247920782,92.7535384720088,85.4160066500827,147.770201780407,180.50675721209,107.710204377914,96.9383437126875,2.61370591131729e-07,1,0.0604278271085604,0.0332710562068241,0.423592189871074,0.0637117008675913,1,1,0.90790989529214,1.17960347810203,0.0544095459734331,0.436657669000567
"Xetro.A00377|znf131",41.3050255696616,114.574763816202,159.670114951231,202.598732880331,144.926232771159,128.129710853527,117.056039721718,136.843889262155,7.7841560054098e-05,1,0.00089425124646476,7.87344881158838e-09,0.779635988964704,0.904788461352899,1,1,-0.136018903069665,-0.0397554349296615,67.9792395102411,72.5281497348219
"Xetro.A00389|c6.2",0,113.197899142771,69.7721336248506,19.9425930368249,96.6053980855853,56.4645553702827,24.1910347465799,125.211427624631,4.62520584773373e-17,1,0.927339476779135,5.83038777366034e-08,1,1,0.654265786552128,1,-0.883435785658839,3.89524682449591,0,2.5754710384335
"Xetro.A00390|c7",19.3252013213824,114.748932106383,3.34761993494152,2.82709495755175,160.964499229181,87.3552237127429,90.8120518873855,124.264146711815,0.0105320295550351,1,8.21736782051224e-20,3.07374079474349e-20,0.0165621829018487,0.950988053104634,1,1,2.97595161163427,0.644156200290132,0.131235601559249,4.87865766955336
"Xetro.A00392|rpl37",28.3408735225792,114.535582298185,107.637743479126,120.639869757185,127.672345891618,113.100673866388,84.0717354146715,86.2261931882525,3.70178197189247e-06,1,0.880688597090475,0.601287792708425,0.668445430798643,0.695902139738203,0.317095733305842,1,1.0515807002915,0.562750453683883,152.187692732077,187.79076658828
"Xetro.A00396|ptger4",0.213079696204583,121.350248768567,34.1255377220383,23.3264278861799,174.663497305648,143.243905070642,96.210420027759,98.3182549951177,5.31948615597374e-24,1,0.000105154285260274,2.30164961839028e-07,3.26001035029795e-06,0.884806097320747,1,1,6.76878363355306,0.251847231883736,0.0555281275238666,7.24189454494582
"Xetro.A00411|lifr",18.0795214328221,98.3000086275165,155.147809544297,73.0715843191214,92.8538442312586,93.0424538418973,90.2418560696486,96.4279888188242,1.24828087610641e-06,1,0.0590628185504769,0.310264483647222,1,1,1,1,0.178330723896573,0.421087984328851,16.1241754737848,19.5138536136482
"Xetro.A00426|nadkd1",38.3121881210031,106.469192807516,172.017160923271,244.379434530911,108.151948189714,119.43960885139,120.239131341242,90.3685712633841,1.81049120157769e-12,1,8.46943695010287e-07,1.61688851099586e-18,0.791047603813236,0.676516210221661,0.981705083965355,1,0.0956505798599703,-0.23855850642813,32.1319475364434,17.2335741616559
"Xetro.A00430|",25.4656950156124,101.601719677184,132.66843384732,158.288746032099,112.16519989058,105.104193397412,96.7254746204398,94.8577036230767,8.86095979584531e-08,1,0.0201842323987998,5.81927292870065e-06,0.642309144409689,0.966970335504164,1,1,0.54914447071843,0.0560220782016614,51.122745777746,78.5234600428421
"Xetro.A00438|cox7c",36.9260981518674,105.573890053718,122.451556809559,162.274715068901,124.888460794477,98.718809451736,107.999600711047,103.909552428185,0.000148137120483146,1,0.258365941006231,0.000322781375278211,0.323382068000626,1,1,1,0.248468178739257,0.514760680060176,449.824248884357,255.58771839564
"Xetro.A00448|cetn3",31.8437544961663,109.841353504826,138.249201157618,182.678771321492,119.758492921153,106.702107769365,94.9987092788564,103.903751496511,1.06282057967334e-05,1,0.00107022942095789,4.66338039782376e-10,0.633254853996161,0.866270329480798,1,1,0.491449882813924,0.121902089951762,55.5053435918906,64.7926469805783
"Xetro.A00458|lix1",2.47496588923765,116.296488648331,122.226432714691,132.295140014844,223.072808199736,133.330382559795,77.1889974443423,94.8239103664231,5.42192482316336e-56,1,0.246807645258029,0.0668333568718258,0.3842517217249,1,1,1,-0.499372034289187,-0.173033445423295,6.60931422856553,2.61839371336412
"Xetro.A00461|rgmb",35.3492306527056,119.87816498683,195.146850645633,213.362830517937,101.797561924027,132.574318827315,108.870507543956,92.8045985847294,1.14074153223668e-09,1,5.37700326706935e-07,2.85290417011494e-09,1,0.357547407299261,1,1,-0.326489927634356,0.158089981335484,5.86673616756311,1.75321705273828
"Xetro.A00464|fam174a",28.5718797570266,96.4832959788288,122.36849126394,157.1245846777,105.636282957389,132.535185858338,83.4746828426972,129.045731883219,0.0637463143168925,1,0.0333478400765222,0.00237392004595317,0.864746780327333,1,1,1,-1.89902893153048,-0.127017348560775,178.870540536752,73.233834153572
"Xetro.A00466|slco4c1",0.339894413469003,97.7305675508178,45.2353043786934,24.532283017838,146.091257682903,14.984849939247,42.7104917745744,147.097345260201,0.000632711836316537,1,0.0180635399367988,5.46311601380089e-05,0.435260911172081,0.0831064347469105,0.888207048317532,1,4.24879740198255,2.43981543380381,0,1.86405814880061
"Xetro.A00490|reep5",48.6958552403206,112.38614236384,95.1859421314459,117.698167461764,101.452522494636,87.6664516092125,73.4868510553518,74.8165965342557,8.04341110379681e-08,1,0.484289621344007,0.712161853252918,1,0.600063085004631,1,1,-0.0415643460557759,0.115772781341999,137.250901987718,124.652177556189
"Xetro.A00496|",11.3497790960109,93.5582027905319,102.212398764005,109.068878186257,59.1832281932338,104.746391826213,142.492663291301,95.5313847185071,6.94113875780436e-25,1,0.961391473720333,0.633077568364645,0.0045978869463772,1,0.421974418181478,1,-1.58146894653326,-0.231288190831382,5.68615119855133,3.4998643912726
"Xetro.A00526|phax",18.7989127162032,119.308934006328,126.072863459252,118.231734684011,115.330651892481,113.553454605783,98.3564573128528,95.8826117503123,0.000251312870071195,1,0.244995476221886,0.177653652813816,0.782495773729123,0.710590656739072,1,1,0.586511792369588,0.0510122425211965,77.6188040983714,106.580503219031
"Xetro.A00528|gramd3",18.3598551960684,105.951877878261,9.2244586126698,4.89357339834584,133.160657388732,118.838764708689,127.124565852858,105.19942971662,1.77672016046872e-09,1,2.13799611351849e-68,1.16051300507351e-99,0.0666821823872326,0.598550348539333,0.445467532433662,1,4.94179421657816,0.200637173024419,374.512967001673,216.593091822205
"Xetro.A00547|nr2f1",2.52541634202831,117.542090494038,77.865877906288,55.3767367541152,116.114392106825,104.130764920768,55.6117912897532,84.5218645968562,3.69639786698045e-46,1,0.313263063340039,0.000214504299074126,0.739973680730246,1,1,1,0.550863041936686,0.919363106067481,0.00922014143409756,1.23481869681391
"Xetro.A00549|arrdc3",31.9427739852685,94.1282044186079,96.9065959240995,140.500088710371,124.307842601441,84.8689830985276,109.808148135549,101.055450116821,1.2001158470697e-08,1,0.365769937785478,0.00161049406036599,0.062379462046945,0.198818205168976,1,1,0.117346186090153,0.554317179048777,17.6347274992382,15.7142201179341
"Xetro.A00551|znf608",0.401827877635317,120.833925281111,51.6653694594893,38.5295501543255,104.859097665434,74.6373472541886,71.0168072308391,108.464306077343,0.00160528045934453,1,0.0931701538817338,0.00248679283006837,1,0.472057013605136,0.845264757335481,1,-0.177888685285608,0.746539103414438,0.0516168990307426,13.3072322719602
"Xetro.A00566|tnfaip8",35.8870103713306,122.277460529446,149.208428434468,112.559757548803,124.108037110201,123.495285519462,105.658014472459,89.4245172517354,0.00341569684199143,1,0.0394270380385295,0.897447786851257,0.975767623034727,1,1,1,-1.00062400219408,-0.43780339937606,112.59611958396,46.2996485489781
"Xetro.A00569|sema6a",6.1015139276364,141.479410698673,72.6785817355656,58.374546321604,83.0602884433085,42.3191406284598,54.5949648104163,112.227330811523,0.00254898798119322,1,0.00308674694132827,0.000205305314276213,0.931266261805242,0.0602692102046774,0.941332613212029,1,-0.454369781632346,0.396232771581167,29.3045203879768,38.6963909324271
"Xetro.A00575|tmed7",35.628948765238,123.197727159225,91.441454240216,128.369859917253,178.814013365434,306.018489408936,103.953041660369,105.403867132289,0.000465748734724994,1,0.731016777204505,0.267260247010842,0.0136318127654933,2.70718933045657e-12,1,1,-0.255984212793571,0.074974288672643,302.440556053862,247.550315169613
"Xetro.A00577|fem1c",34.3957484981231,104.364410781548,125.988913479909,139.472125358379,108.922848313522,110.552813072002,106.75400449749,101.591074544461,9.39662354334456e-11,1,0.0823268582663632,0.00205898864021568,0.84908603086602,0.98533363885247,1,1,-1.21746803722222,-0.146247265391982,214.094552350941,96.2297664318184
"Xetro.A00580|trim36",27.9812290402487,106.876528232571,58.4149630334476,67.0481479966627,144.046213517645,139.690430761574,115.556099115805,102.340291163705,8.46078690988061e-10,1,1.3859804657492e-05,0.000869628375985648,0.000211731044628401,0.0250721837908774,1,1,2.64265805540011,0.079453343107272,206.761232025719,138.43942575797
"Xetro.A00581|suds3",48.0647432613407,124.091979058553,113.973464477098,123.922028768572,103.665651269865,131.844149589452,90.1509961441863,98.6431840393209,0.00173278954889937,1,0.129264007556105,0.0114339416058231,1,0.516859272881327,0.509055432687972,1,-0.0366134705835446,-0.0743156594902426,194.503051114664,140.470213582775
"Xetro.A00588|wsb2",40.3859149721823,115.330050203284,87.0577055581328,119.276975891738,103.547737827279,82.2869229152954,78.0067047673131,94.1908087058625,0.00267258334084637,1,0.772833495426613,0.0612588670316098,0.613912914127802,0.600485726363637,0.89330345670674,1,1.43052481736324,-0.0203492904386674,5.06084377485859,3.7486347785367
"Xetro.A00590|",0.093766272820877,98.7808192289888,145.729036654462,123.147312147815,189.221100945031,111.399064909715,101.990044596064,97.9247463055816,2.65950755050866e-26,1,0.441583232943671,0.456068837216287,0.00832909424200905,1,1,1,2.27999477139941,-0.0626011056148235,0,0.625184855529363
"Xetro.A00591|",0.0532416962201318,99.3737837510454,153.615569548183,136.730845786035,144.490483234502,135.487772702109,135.722538712,149.704908634238,1.40497999063832e-37,1,0.242211049373882,0.252559362971955,0.530099485623322,1,0.940870200146707,1,2.35950323661568,-0.225417848604718,0,0.357249000775728
"Xetro.A00602|xbp1",8.45295523121863,101.775072791639,17.9838983502964,18.4639259113418,122.658246292764,123.668862827313,81.6790759756836,76.9867237259384,4.24295617073436e-13,1,6.98070324213586e-32,3.9911003697839e-31,0.371425853944755,0.225746684579369,0.257244542872488,0.872107420225343,3.31263255261481,-0.56982602560452,1.90710028448052,84.9230786116319
"Xetro.A00618|",9.41632113868244,107.524668664191,25.4679095832994,4.96985899808025,141.664414104413,83.3994548209826,103.008548956471,122.243225218668,0.00154329992461359,1,0.000402770755076218,6.70545531266961e-13,0.109562141529288,1,1,1,4.6185088250474,0.440742511118194,4.22386203806575,95.7001731715838
"Xetro.A00625|fbxw8",34.0758191292863,123.545867550981,139.914840446764,151.725659389701,132.945813486294,102.609033967652,94.8995175184488,98.8682317233435,0.001016817494913,1,0.016925037488858,0.000820649415586733,0.373565500668935,0.802063516178406,1,1,-0.16534178162652,-0.120229379799481,77.2656231570574,71.1633765753947
"Xetro.A00658|pptc7",43.2357123396882,100.778505648556,136.90354574117,169.448586725779,80.9904610412584,105.204468523231,115.752473274883,89.0199675297379,2.02793123695975e-05,1,0.0435497506063781,4.49709786907068e-05,0.828026493143634,0.977927302973648,1,1,-0.498177420087177,-0.338113610420409,95.5061594879244,27.1961761603283
"Xetro.A00662|arpc3",29.4676005040197,131.79366152103,133.960348100912,155.230921076334,119.318665098392,121.963806312916,83.1240777820939,90.5675906439603,3.6388554527271e-11,1,0.0114798709257351,3.17875465645406e-05,0.730045063775726,0.418264115699442,0.726349767117557,1,-0.0376967833814092,0.237503323460573,141.045193605336,101.226368617906
"Xetro.A00664|atp2a2",33.0674057304159,118.655018783254,57.3585628351257,76.6912530442427,121.95820664366,112.98841013382,97.0054601841336,107.846598041673,0.00010038536292796,1,0.0741816261760402,0.710029655420036,0.537162747624266,0.496289152996231,1,1,1.87541547043605,0.408246024576281,199.373738948976,364.674686142057
"Xetro.A00675|kdm2b",23.570423190982,115.158301605827,29.1493868394891,32.658928266767,162.333885871671,122.852798773145,126.001342862387,101.620572293652,2.52493819306536e-05,1,5.15787722269189e-15,9.3074460108346e-13,0.0148438696671177,0.441997459372822,0.899625180945727,1,1.45366387259098,0.191308083620517,33.2730316150648,36.2526771760389
"Xetro.A00676|orai2",14.425525023042,112.803245255771,59.1847735210442,85.3572226502179,94.5390044492061,146.398385811268,56.5094289885953,77.9080100155381,0.000178503948110683,1,0.97303360066743,0.401839106872295,1,1,0.0602833886061413,1,-1.03852458740862,0.00857093765155423,120.96851494154,64.679712601502
"Xetro.A00680|setd1b",40.5102883330973,105.967605699055,131.305229121864,165.985314670388,112.447557699427,101.413278623677,86.7883627771624,94.9550486347549,7.44243211929411e-05,1,0.0914794513129888,5.59392167921918e-05,0.492176664988304,0.940065375235418,0.973837105043148,1,1.82380025277621,0.239004267633553,21.1373414089304,18.0210041719423
"Xetro.A00684|bcl7a",29.5699115273261,106.557997828904,122.274660682406,151.457923724663,114.15689595873,119.986356206555,112.764857538309,96.7285660296964,1.34974637276525e-05,1,0.182408828705731,0.000280864510774351,0.373946568229667,0.224123367520149,1,1,-0.0315207610137788,0.0959487881196854,174.206276648997,154.623824878719
"Xetro.A00685|",28.5172090595839,73.4771471343929,31.691473945364,15.2011447582955,89.7837820216839,134.72386004606,89.5738388331555,75.4412235869997,0.0185040835274607,1,1.05267960637123e-10,2.18638994697777e-26,1,0.0704702838866021,1,1,0.165343337464958,-0.0502086614115844,5.51070843636028,8.95050077515786
"Xetro.A00691|",0,80.9852832643329,30.7180963240404,44.6744423371395,219.708949096055,147.625717280764,129.138664875228,104.054057149076,1.81625020730004e-23,1,0.00102575878176478,0.141650717718435,0.0877420657131244,0.507367697725398,1,1,3.79747639386657,-0.36637366637911,0.22528006077825,2.15552114461921
"Xetro.A00693|",0.290860523436996,108.927962548065,33.2682958170701,52.0291449668049,179.704897098591,197.408885673598,88.9799578423545,92.7169183556813,0.000604059543194337,1,0.00186728121834137,0.243955691807875,0.014121469503935,0.015283684165293,1,1,3.47491003122323,-0.613043862715855,0,1.18150030067936
